contrato_numero,contrato_numero_gedo,procedimiento_numero,procedimiento_nombre,uoc_codigo,uoc_descripcion,organismo_codigo_saf,organismo_nombre,expediente_procedimiento_numero,numero_obra,nombre_obra,contrato_perfeccionamiento_fecha,contratista_cuit,contratista_razon_social,contratista_ute_si_no,contrato_monto,contrato_moneda,funcionario_contratante_nombre,funcionario_contratante_cargo
74-0299-CON22,,74-0050-LPU22,Construcción de Centro de Visitantes y Mirador en el Parque Nacional Aconquija,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EX-2022-131655856-   -APN-DCON#APNAC,74-0004-OBR22,Construcción de Centro de Visitantes y Mirador en el Parque Nacional Aconquija,2022-12-07T00:00:00,30-70955363-8,Mateo constructora SRL,NO,56409420.05,ARS,FEDERICO DANILO GRANATO,Jefe de Departamento
74-0052-CON23,,74-0054-LPU22,Construcción de Sistema Cloacal en el Parque Nacional Campos del Tuyu,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EX-2023-10539046-   -APN-DCON#APNAC,74-0002-OBR23,Construcción de Sistema Cloacal en el Parque Nacional Campos del Tuyu,2023-01-31T00:00:00,33-70754223-9,COOPERATIVA DE TRABAJO LOS AROMOS LIMITADA,NO,14678860.76,ARS,FEDERICO DANILO GRANATO,Jefe de Departamento
81/9-1706-CON19,,81/9-0020-CDI19,OPERACIÓN Y MANTENIMIENTO DEL SISTEMA NACIONAL DE RADARES METEOROLOGICOS - SINARAME,81/9,81/9 - Recursos Hídricos,325,325 - Ministerio del Interior,EX-2019-103378309-   -APN-DNPHYCF#MI,81/9-0004-OBR19,OPERACIÓN Y MANTENIMIENTO DEL SISTEMA NACIONAL DE RADARES METEOROLOGICOS - SINARAME,2019-11-22T00:00:00,30-58558124-7,INVAP S.E.,NO,478362859.73,ARS,PABLO BERECIARTUA,Secretario
81/9-1096-CON18,,81/9-0047-LPU17,Red Hidrológica Nacional- Período 2018-2023,81/9,81/9 - Recursos Hídricos,325,325 - Ministerio del Interior,EX-2017-33671825-   -APN-DNCYPRH#MI,,,2018-04-24T00:00:00,30-66175629-9,EVARSA- EVALUACION DE RECURSOS SA,NO,69202216.20,ARS,MARIA DELIA PARERA,Director
81-1290-CON19,,81-0021-LPU18,Construcción de oficinas del Estado Nacional 1° etapa,81/000,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EX-2019-08842053-   -APN-DNSEP#MI,81-0001-OBR19,Construcción de oficinas del Estado Nacional 1 etapa,2019-03-06T00:00:00,30-51891712-5,RIVA SAIICFA,NO,37800000.00,ARS,FERNANDO ALVAREZ DE CELIS,Secretario
81-1251-CON19,,81-0021-LPU18,Construcción de oficinas del Estado Nacional 1° etapa,81/000,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EX-2019-08842053-   -APN-DNSEP#MI,81-0001-OBR19,Construcción de oficinas del Estado Nacional 1 etapa,2019-03-20T00:00:00,30-51891712-5,RIVA SAIICFA,NO,355432028.38,ARS,FERNANDO ALVAREZ DE CELIS,Secretario
81-1252-CON19,,81-0021-LPU18,Construcción de oficinas del Estado Nacional 1° etapa,81/000,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EX-2019-08842594-   -APN-DNSEP#MI,81-0001-OBR19,Construcción de oficinas del Estado Nacional 1 etapa,2019-03-06T00:00:00,30-51891712-5,RIVA SAIICFA,NO,22567971.62,ARS,FERNANDO ALVAREZ DE CELIS,Secretario
501-0405-CON20,,81-0021-LPU18,Construcción de oficinas del Estado Nacional 1° etapa,501/00,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EX-2019-08842053-   -APN-DNSEP#MI,81-0001-OBR19,Construcción de oficinas del Estado Nacional 1 etapa,2019-03-06T00:00:00,30-51891712-5,RIVA SAIICFA,NO,37800000.00,ARS,,
81-1108-CON18,,81-0035-LPU17,Obra CANALES MONES CAZÓN y DERIVACIÓN REPUBLICA DE ITALIA  MONES CAZÓN Provincia de BUENOS AIRES,81/000,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EX-2017-16147341-   -APN-DPYS#MI,,,2018-06-06T00:00:00,30-64085427-4,SABAVISA SA,NO,28632631.39,ARS,MARIA LUISA MORO,Administrativo
81-1106-CON18,,81-0035-LPU17,Obra CANALES MONES CAZÓN y DERIVACIÓN REPUBLICA DE ITALIA  MONES CAZÓN Provincia de BUENOS AIRES,81/000,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EX-2017-16147341-   -APN-DPYS#MI,,,2018-06-05T00:00:00,30-57406653-7,Vialmani S.A.,NO,353811632.99,ARS,MARIA LUISA MORO,Administrativo
81-1107-CON18,,81-0035-LPU17,Obra CANALES MONES CAZÓN y DERIVACIÓN REPUBLICA DE ITALIA  MONES CAZÓN Provincia de BUENOS AIRES,81/000,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EX-2017-16147341-   -APN-DPYS#MI,,,2018-06-04T00:00:00,30-68802071-5,JCR S.A.,NO,27635000.00,ARS,MARIA LUISA MORO,Administrativo
81-1105-CON18,,81-0035-LPU17,Obra CANALES MONES CAZÓN y DERIVACIÓN REPUBLICA DE ITALIA  MONES CAZÓN Provincia de BUENOS AIRES,81/000,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EX-2017-16147341-   -APN-DPYS#MI,,,2018-06-05T00:00:00,30-51911353-4,PENTAMAR S.A.,NO,13600000.00,ARS,MARIA LUISA MORO,Administrativo
81-1109-CON18,,81-0035-LPU17,Obra CANALES MONES CAZÓN y DERIVACIÓN REPUBLICA DE ITALIA  MONES CAZÓN Provincia de BUENOS AIRES,81/000,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EX-2017-16147341-   -APN-DPYS#MI,,,2018-06-04T00:00:00,30716044889,VIAL-TEC S.A.-KAVOS S.A.-CANALES MONES CAZON- UNION TRANSITORIA,SI,157450783.94,ARS,MARIA LUISA MORO,Administrativo
81-1289-CON18,,81-0037-LPU17,SALADO IV - TRAMOS 3 Y 4,81/000,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EX-2019-53947039- -APN-DNOH#MI,81-0002-OBR19,SALADO IV - TRAMOS 3 Y 4,2019-05-06T00:00:00,30716288214,BENITO ROGGIO E HIJOS S.A. - ELEPRINT S.A. - ECODYMA S.A. - Uni½n Transitoria,SI,3493444649.54,ARS,PABLO BERECIARTUA,Secretario
81-1290-CON18,,81-0037-LPU17,SALADO IV - TRAMOS 3 Y 4,81/000,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EX-2019-53932295- -APN-DNOH#MI,81-0002-OBR19,SALADO IV - TRAMOS 3 Y 4,2019-05-06T00:00:00,30716465477,JOS J. CHEDIACK S.A.I.C.A.- Helport S.A.- Sabavisa S.A.- UT,SI,266800000.00,ARS,PABLO BERECIARTUA,Secretario
81-1289-CON18,,81-0037-LPU17,SALADO IV - TRAMOS 3 Y 4,81/000,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EX-2019-53947039- -APN-DNOH#MI,81-0003-OBR19,SALADO IV - TRAMOS 3 Y 4,2019-05-06T00:00:00,30716288214,BENITO ROGGIO E HIJOS S.A. - ELEPRINT S.A. - ECODYMA S.A. - Uni½n Transitoria,SI,3493444649.54,ARS,PABLO BERECIARTUA,Secretario
81-1290-CON18,,81-0037-LPU17,SALADO IV - TRAMOS 3 Y 4,81/000,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EX-2019-53932295- -APN-DNOH#MI,81-0003-OBR19,SALADO IV - TRAMOS 3 Y 4,2019-05-06T00:00:00,30716465477,JOS J. CHEDIACK S.A.I.C.A.- Helport S.A.- Sabavisa S.A.- UT,SI,266800000.00,ARS,PABLO BERECIARTUA,Secretario
81-1095-CON18,,81-0040-LPU17,PALACIO NACIONAL DE LAS ARTES - PALAIS DE GLACE,81/000,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EX-2017-22557930-   -APN-DNA#MI,81-0009-OBR18,PALACIO NACIONAL DE LAS ARTES - PALAIS DE GLACE,2018-04-25T00:00:00,30715915452,Constructora Lanusse SA ? Emaco SA (UT),SI,160909978.51,ARS,FERNANDO ALVAREZ DE CELIS,Secretario
81-0001-CON18,,81-0040-LPU17,PALACIO NACIONAL DE LAS ARTES - PALAIS DE GLACE,81/000,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EX-2017-22557930-   -APN-DNA#MI,81-0009-OBR18,PALACIO NACIONAL DE LAS ARTES - PALAIS DE GLACE,,30715915452,Constructora Lanusse SA ? Emaco SA (UT),SI,160909978.51,ARS,FERNANDO ALVAREZ DE CELIS,Secretario
501-0404-CON20,,81-0040-LPU17,PALACIO NACIONAL DE LAS ARTES - PALAIS DE GLACE,501/00,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EX-2017-22557930-   -APN-DNA#MI,81-0009-OBR18,PALACIO NACIONAL DE LAS ARTES - PALAIS DE GLACE,2018-04-25T00:00:00,30-71591545-2,Constructora Lanusse SA ? Emaco SA (UT),SI,160909978.51,ARS,,
82-1031-CON18,,82-0002-LPU17,Construcción de Jardines Zona Centro Sur,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-06249446-   -APN-DC#ME,,,,30-54727553-1,HIDROCONST S.A.,NO,157781000.15,ARS,AUGUSTO ARAOZ REYES,Subsecretario
82-1062-CON18,,82-0002-LPU17,Construcción de Jardines Zona Centro Sur,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-06249446-   -APN-DC#ME,,,2018-07-20T00:00:00,30-54727553-1,HIDROCONST S.A.,NO,157781000.15,ARS,AUGUSTO ARAOZ REYES,Subsecretario
82-1061-CON18,,82-0004-LPU17,CONSTRUCCION DE JARDINES DE INFANTES ZONA CENTRO NORTE,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-06263930-   -APN-DC#ME,,,,30-54727553-1,HIDROCONST S.A.,NO,201984122.64,ARS,,
82-1033-CON19,,82-0010-LPU18,Construccion de Jardines de Infantes Zona Metropolitana,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2018-21683361-   -APN-DC#ME,,,2019-04-22T00:00:00,33-71180303-9,iprar srl,NO,38794978.69,ARS,JAVIER EDUARDO MEZZAMICO,Subsecretario
82-1925-CON20,,82-0016-LPU19,CONSTRUCCION DE JARDIN DE INFANTES  - PEHUAJO  - PCIA DE BUENOS AIRES,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2020-74879168-   -APN-DGI#ME,,,,30-70886590-3,ARROYO MANNORI CONSTRUCCIONES Y ASOCIADOS S.R.L.,NO,23378573.05,ARS,,
82-1442-CON19,,82-0016-LPU19,CONSTRUCCION DE JARDIN DE INFANTES  - PEHUAJO  - PCIA DE BUENOS AIRES,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2019-22180167-   -APN-DCME#MECCYT,,,,30-70886590-3,ARROYO MANNORI CONSTRUCCIONES Y ASOCIADOS S.R.L.,NO,23378573.05,ARS,,
82-1073-CON18,,82-0018-LPU17,Construcción de Jardines de Infantes Zona Patagonia Norte,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-19231450-   -APN-DC#ME,,,,30-70966267-4,CONSTRUCTORA VENETTO S.A.,NO,12850805.95,ARS,AUGUSTO ARAOZ REYES,Subsecretario
82-1068-CON18,,82-0029-LPU17,CONSTRUCCION DE JARDINES DE INFANTES  - ZONA CUYO  Y CORDOBA,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-23744442-   -APN-DC#ME,,,2018-10-17T00:00:00,30716047624,COBA SRL - MATEO CONSTRUCTORA SRL UNION TRANSITORIA,SI,14826246.24,ARS,AUGUSTO ARAOZ REYES,Subsecretario
82-1069-CON18,,82-0029-LPU17,CONSTRUCCION DE JARDINES DE INFANTES  - ZONA CUYO  Y CORDOBA,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-23744442-   -APN-DC#ME,,,2018-10-17T00:00:00,30716047624,COBA SRL - MATEO CONSTRUCTORA SRL UNION TRANSITORIA,SI,23857689.16,ARS,AUGUSTO ARAOZ REYES,Subsecretario
82-1070-CON18,,82-0029-LPU17,CONSTRUCCION DE JARDINES DE INFANTES  - ZONA CUYO  Y CORDOBA,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-23744442-   -APN-DC#ME,,,2018-10-17T00:00:00,30716047624,COBA SRL - MATEO CONSTRUCTORA SRL UNION TRANSITORIA,SI,23454484.04,ARS,AUGUSTO ARAOZ REYES,Subsecretario
82-1071-CON18,,82-0029-LPU17,CONSTRUCCION DE JARDINES DE INFANTES  - ZONA CUYO  Y CORDOBA,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-23744442-   -APN-DC#ME,,,2018-10-17T00:00:00,30716047624,COBA SRL - MATEO CONSTRUCTORA SRL UNION TRANSITORIA,SI,24610217.62,ARS,AUGUSTO ARAOZ REYES,Subsecretario
82-1072-CON18,,82-0029-LPU17,CONSTRUCCION DE JARDINES DE INFANTES  - ZONA CUYO  Y CORDOBA,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-23744442-   -APN-DC#ME,,,2018-10-17T00:00:00,30716047624,COBA SRL - MATEO CONSTRUCTORA SRL UNION TRANSITORIA,SI,24763547.32,ARS,AUGUSTO ARAOZ REYES,Subsecretario
82-1063-CON18,,82-0029-LPU17,CONSTRUCCION DE JARDINES DE INFANTES  - ZONA CUYO  Y CORDOBA,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-23744442-   -APN-DC#ME,,,2018-10-22T00:00:00,30715519824,BOETTO Y BUTTIGLIENGO S.A. - ASTORI CONSTRUCCIONES S.A. - UT,SI,15988845.56,ARS,AUGUSTO ARAOZ REYES,Subsecretario
82-1064-CON18,,82-0029-LPU17,CONSTRUCCION DE JARDINES DE INFANTES  - ZONA CUYO  Y CORDOBA,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-23744442-   -APN-DC#ME,,,2018-10-22T00:00:00,30715519824,BOETTO Y BUTTIGLIENGO S.A. - ASTORI CONSTRUCCIONES S.A. - UT,SI,16358415.01,ARS,AUGUSTO ARAOZ REYES,Subsecretario
82-1065-CON18,,82-0029-LPU17,CONSTRUCCION DE JARDINES DE INFANTES  - ZONA CUYO  Y CORDOBA,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-23744442-   -APN-DC#ME,,,2018-10-22T00:00:00,30715519824,BOETTO Y BUTTIGLIENGO S.A. - ASTORI CONSTRUCCIONES S.A. - UT,SI,21076295.86,ARS,AUGUSTO ARAOZ REYES,Subsecretario
82-1066-CON18,,82-0029-LPU17,CONSTRUCCION DE JARDINES DE INFANTES  - ZONA CUYO  Y CORDOBA,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-23744442-   -APN-DC#ME,,,2018-10-22T00:00:00,30715519824,BOETTO Y BUTTIGLIENGO S.A. - ASTORI CONSTRUCCIONES S.A. - UT,SI,16772419.08,ARS,AUGUSTO ARAOZ REYES,Subsecretario
82-1067-CON18,,82-0029-LPU17,CONSTRUCCION DE JARDINES DE INFANTES  - ZONA CUYO  Y CORDOBA,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-23744442-   -APN-DC#ME,,,2018-10-22T00:00:00,30715519824,BOETTO Y BUTTIGLIENGO S.A. - ASTORI CONSTRUCCIONES S.A. - UT,SI,16148078.28,ARS,AUGUSTO ARAOZ REYES,Subsecretario
82-1077-CON18,,82-0030-LPU17,Construcción de Jardines de Infantes. Zona CENTRO NORTE,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-24019677-   -APN-DC#ME,,,2018-10-19T00:00:00,30-70966267-4,CONSTRUCTORA VENETTO S.A.,NO,15929464.48,ARS,AUGUSTO ARAOZ REYES,Subsecretario
82-1078-CON18,,82-0030-LPU17,Construcción de Jardines de Infantes. Zona CENTRO NORTE,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-24019677-   -APN-DC#ME,,,2018-10-19T00:00:00,30-70966267-4,CONSTRUCTORA VENETTO S.A.,NO,15925735.18,ARS,AUGUSTO ARAOZ REYES,Subsecretario
82-1079-CON18,,82-0030-LPU17,Construcción de Jardines de Infantes. Zona CENTRO NORTE,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-24019677-   -APN-DC#ME,,,2018-10-19T00:00:00,30-70966267-4,CONSTRUCTORA VENETTO S.A.,NO,15921318.57,ARS,AUGUSTO ARAOZ REYES,Subsecretario
82-1074-CON18,,82-0030-LPU17,Construcción de Jardines de Infantes. Zona CENTRO NORTE,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-24019677-   -APN-DC#ME,,,2018-10-23T00:00:00,30-66052393-2,CODI S.R.L.,NO,16924172.94,ARS,AUGUSTO ARAOZ REYES,Subsecretario
82-1088-CON18,,82-0030-LPU17,Construcción de Jardines de Infantes. Zona CENTRO NORTE,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-24019677-   -APN-DC#ME,,,2018-10-23T00:00:00,30-66052393-2,CODI S.R.L.,NO,27070739.87,ARS,AUGUSTO ARAOZ REYES,Subsecretario
82-1076-CON18,,82-0030-LPU17,Construcción de Jardines de Infantes. Zona CENTRO NORTE,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-24019677-   -APN-DC#ME,,,2018-10-23T00:00:00,30-66052393-2,CODI S.R.L.,NO,16302003.79,ARS,AUGUSTO ARAOZ REYES,Subsecretario
82-1024-CON19,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,2019-02-25T00:00:00,30716292742,OSHI S.A. - ERNESTO TARNOUSKY S.A. UT,SI,15666917.58,ARS,JAVIER EDUARDO MEZZAMICO,Subsecretario
82-1025-CON19,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,2019-02-25T00:00:00,30716292742,OSHI S.A. - ERNESTO TARNOUSKY S.A. UT,SI,15666917.58,ARS,JAVIER EDUARDO MEZZAMICO,Subsecretario
82-1026-CON19,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,2019-02-25T00:00:00,30716292742,OSHI S.A. - ERNESTO TARNOUSKY S.A. UT,SI,25454323.61,ARS,JAVIER EDUARDO MEZZAMICO,Subsecretario
82-1027-CON19,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,2019-02-25T00:00:00,30716292742,OSHI S.A. - ERNESTO TARNOUSKY S.A. UT,SI,26228417.36,ARS,JAVIER EDUARDO MEZZAMICO,Subsecretario
82-1028-CON19,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,2019-03-08T00:00:00,30716292742,OSHI S.A. - ERNESTO TARNOUSKY S.A. UT,SI,15666917.58,ARS,JAVIER EDUARDO MEZZAMICO,Subsecretario
82-1029-CON19,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,2019-03-08T00:00:00,30716292742,OSHI S.A. - ERNESTO TARNOUSKY S.A. UT,SI,25454323.61,ARS,JAVIER EDUARDO MEZZAMICO,Subsecretario
82-1037-CON19,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,2019-06-26T00:00:00,30716292742,OSHI S.A. - ERNESTO TARNOUSKY S.A. UT,SI,15666917.58,ARS,JAVIER EDUARDO MEZZAMICO,Subsecretario
82-1038-CON19,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,2019-06-26T00:00:00,30716292742,OSHI S.A. - ERNESTO TARNOUSKY S.A. UT,SI,15666917.58,ARS,JAVIER EDUARDO MEZZAMICO,Subsecretario
82-1139-CON18,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,,30-60170514-8,BATCON SRL,NO,25282047.98,ARS,,
82-1140-CON18,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,,30-60170514-8,BATCON SRL,NO,25282047.98,ARS,,
82-1141-CON18,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,,30-60170514-8,BATCON SRL,NO,25282047.98,ARS,,
82-1125-CON18,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,,30-51735803-3,OSHI S.A.,NO,15399532.86,ARS,,
82-1128-CON18,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,,30-51735803-3,OSHI S.A.,NO,25454323.61,ARS,,
82-1135-CON18,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,,30-60170514-8,BATCON SRL,NO,15578063.28,ARS,,
82-1136-CON18,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,,30-60170514-8,BATCON SRL,NO,25797925.69,ARS,,
82-1137-CON18,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,,30-60170514-8,BATCON SRL,NO,25797925.69,ARS,,
82-1138-CON18,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,,30-60170514-8,BATCON SRL,NO,15266514.48,ARS,,
82-1119-CON18,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,,30-59878355-8,BOETTO Y BUTTIGLIENGO SA,NO,17727197.31,ARS,,
82-1120-CON18,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,,30-59878355-8,BOETTO Y BUTTIGLIENGO SA,NO,17375499.96,ARS,,
82-1121-CON18,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,,30-59878355-8,BOETTO Y BUTTIGLIENGO SA,NO,17438164.19,ARS,,
82-1122-CON18,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,,30-59878355-8,BOETTO Y BUTTIGLIENGO SA,NO,2906732.24,ARS,,
82-1123-CON18,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,,30-59878355-8,BOETTO Y BUTTIGLIENGO SA,NO,17504241.67,ARS,,
82-1124-CON18,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,,30-51735803-3,OSHI S.A.,NO,15399532.86,ARS,,
82-1114-CON18,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,,30-70928995-7,SERVICIOS Y GESTION SA,NO,15097773.13,ARS,,
82-1115-CON18,,82-0036-LPU17,Construcción de Jardines de Infantes Zona Cuyo y Cordoba,82/000,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EX-2017-28471953-   -APN-DC#ME,,,,30-70928995-7,SERVICIOS Y GESTION SA,NO,15097773.13,ARS,,
